% group, behavior, feature, sample size, z-score
npf>chrimson, Grooming, dnose2ell_angle_min30to30, 47391,    1.74
npf>chrimson, not Chase_hadar, corfrac_min, 10224,    1.74
npf>chrimson, Grooming, veltoward_nose2ell, 47391,    1.74
chrimson/+, not Chase_hadar, dnose2ell_angle_30tomin30, 13719,    1.74
npf>chrimson, Song, area, 371,    1.74
npf>chrimson, Long_Distance_Approach, corfrac_maj, 10524,    1.73
npf/+, Jump, dnose2ell_angle_min20to20, 1293,    1.73
chrimson/+, Walk, nflies_close, 26728,    1.73
npf/+, Long_Distance_Approach, velmag_tail, 14222,    1.73
chrimson/+, Chase_hadar, absdv_cor, 13799,    1.73
npf/+, Chain_hadar, arena_r, 1241,    1.73
npf/+, Chain_hadar, dist2wall, 1241,    1.73
chrimson/+, Grooming, magveldiff_nose2ell, 56810,    1.73
chrimson/+, Stop, dnose2ell_angle_30tomin30, 36099,    1.73
chrimson/+, not Social_Clustering, dv_tail, 7423,    1.73
npf/+, Social_Clustering, db, 4707,    1.73
chrimson/+, not Social_Clustering, veltoward_nose2ell, 7423,    1.73
chrimson/+, not Social_Clustering, du_cor, 7423,    1.73
chrimson/+, not Short_distance_Approach, du_cor, 2003,    1.73
npf/+, Chase_hadar, du_tail, 7833,    1.73
npf>chrimson, Walk, ynose_mm, 27454,    1.72
chrimson/+, Chain_hadar, ddcenter, 1291,    1.72
npf>chrimson, not Stop, absphidiff_nose2ell, 34301,    1.72
chrimson/+, not Song, b_mm, 394,    1.72
npf>chrimson, not Turn, danglesub, 100683,    1.72
npf>chrimson, not Grooming, corfrac_maj, 47321,    1.72
chrimson/+, not Chase_hadar, dcenter, 13719,    1.72
npf>chrimson, Touch, xnose_mm, 16341,    1.72
chrimson/+, not Stop, dtheta, 36019,    1.72
chrimson/+, not Social_Clustering, du_ctr, 7423,    1.72
npf/+, Long_Distance_Approach, corfrac_maj, 14222,    1.72
npf>chrimson, Turn, ddcenter, 100753,    1.71
npf>chrimson, not Song, a_mm, 303,    1.71
npf>chrimson, Walk, y_mm, 27454,    1.71
npf/+, Chase_hadar, a_mm, 7833,    1.71
npf/+, not Touch, dv_cor, 17512,    1.71
chrimson/+, not Short_distance_Approach, velmag_ctr, 2003,    1.71
npf/+, not Chase_hadar, area, 7753,    1.71
npf/+, not Turn, xnose_mm, 127025,    1.71
npf/+, not Chase_hadar, dv_ctr, 7753,    1.71
npf/+, Chase_hadar, ddist2wall, 7833,    1.71
